# NKPT   177 NBND   150 NSPIN     2
# NPANEL     8
#      1   (0,0,0)/2
#     28   (*,1,0)/2
#     47   (0,1,0)/2
#     66   (0,0,0)/2
#     93   (1,1,0)/2
#    112   (1,0,0)/2
#    131   (0,0,0)/2
#    158   (1,*,0)/2
#    177   (1,0,0)/2
@ WITH G0
@ G0 ON
@ TITLE "ALPHA"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     9
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/2"
@ XAXIS TICK     1,     0.29928
@ XAXIS TICKLABEL    1,"(*,1,0)/2"
@ XAXIS TICK     2,     0.51091
@ XAXIS TICKLABEL    2,"(0,1,0)/2"
@ XAXIS TICK     3,     0.72253
@ XAXIS TICKLABEL    3,"(0,0,0)/2"
@ XAXIS TICK     4,     1.02181
@ XAXIS TICKLABEL    4,"(1,1,0)/2"
@ XAXIS TICK     5,     1.23344
@ XAXIS TICKLABEL    5,"(1,0,0)/2"
@ XAXIS TICK     6,     1.44506
@ XAXIS TICKLABEL    6,"(0,0,0)/2"
@ XAXIS TICK     7,     1.74435
@ XAXIS TICKLABEL    7,"(1,*,0)/2"
@ XAXIS TICK     8,     1.95597
@ XAXIS TICKLABEL    8,"(1,0,0)/2"
@ WORLD      0.00000,        -4.2,     1.95597,         1.3
@ VIEW      0.15000,     0.15000,     0.63709,     0.85000
  0.12000E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79327E+00 -0.78458E+00 -0.77256E+00 -0.76719E+00 -0.76312E+00 -0.75295E+00 -0.75238E+00 -0.74634E+00 -0.34289E+00 -0.32905E+00 -0.31338E+00 -0.30651E+00 -0.30527E+00 -0.29105E+00 -0.27926E+00 -0.27129E+00 -0.26940E+00 -0.26611E+00 -0.26009E+00 -0.25942E+00 -0.25681E+00 -0.25511E+00 -0.25078E+00 -0.24847E+00 -0.24830E+00 -0.24435E+00 -0.24373E+00 -0.23117E+00 -0.22174E+00 -0.19988E+00 -0.19699E+00 -0.19215E+00 -0.18861E+00 -0.18626E+00 -0.18032E+00 -0.17540E+00 -0.16836E+00 -0.16795E+00 -0.16639E+00 -0.16443E+00 -0.15093E+00 -0.15017E+00 -0.14718E+00 -0.14265E+00 -0.13935E+00 -0.13374E+00 -0.13292E+00 -0.11795E+00 -0.11131E+00 -0.10613E+00 -0.41684E-01  0.25707E-01  0.10588E+00  0.12005E+00  0.18310E+00  0.20502E+00  0.30597E+00  0.32177E+00  0.33514E+00  0.33856E+00  0.34470E+00  0.34862E+00  0.35525E+00  0.36203E+00  0.36251E+00  0.36334E+00  0.36417E+00  0.36789E+00  0.36915E+00  0.37187E+00  0.37190E+00  0.38306E+00  0.40502E+00  0.40784E+00  0.42288E+00  0.42471E+00  0.43999E+00  0.44347E+00  0.44973E+00  0.45157E+00  0.45242E+00  0.45658E+00  0.47203E+00  0.49266E+00  0.51490E+00  0.52022E+00  0.53410E+00  0.53877E+00  0.57645E+00  0.57838E+00  0.58395E+00  0.58823E+00  0.65096E+00  0.65833E+00  0.69985E+00  0.71333E+00  0.73495E+00  0.74246E+00  0.75201E+00  0.75431E+00  0.76674E+00  0.76882E+00  0.77000E+00  0.77669E+00  0.78760E+00  0.79260E+00  0.80582E+00  0.80738E+00  0.83264E+00  0.84160E+00  0.84525E+00  0.85120E+00  0.95109E+00  0.95169E+00  0.98671E+00  0.98706E+00  0.99402E+00  0.99824E+00  0.10613E+01  0.10729E+01  0.10754E+01  0.10771E+01  0.10805E+01  0.10822E+01  0.11152E+01  0.11209E+01  0.11362E+01  0.11363E+01  0.11461E+01  0.11496E+01  0.11587E+01  0.11640E+01  0.12260E+01  0.12401E+01
  0.12111E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79338E+00 -0.78466E+00 -0.77210E+00 -0.76751E+00 -0.76293E+00 -0.75301E+00 -0.75240E+00 -0.74638E+00 -0.34331E+00 -0.32930E+00 -0.31337E+00 -0.30645E+00 -0.30569E+00 -0.29125E+00 -0.27893E+00 -0.27019E+00 -0.26956E+00 -0.26673E+00 -0.26010E+00 -0.25945E+00 -0.25685E+00 -0.25509E+00 -0.25017E+00 -0.24845E+00 -0.24840E+00 -0.24437E+00 -0.24335E+00 -0.23012E+00 -0.22123E+00 -0.20002E+00 -0.19754E+00 -0.19251E+00 -0.18870E+00 -0.18530E+00 -0.18077E+00 -0.17636E+00 -0.16796E+00 -0.16740E+00 -0.16656E+00 -0.16439E+00 -0.14992E+00 -0.14982E+00 -0.14637E+00 -0.14261E+00 -0.14092E+00 -0.13611E+00 -0.13299E+00 -0.11793E+00 -0.11111E+00 -0.10604E+00 -0.41631E-01  0.25681E-01  0.10555E+00  0.11971E+00  0.18439E+00  0.20619E+00  0.30491E+00  0.32113E+00  0.33462E+00  0.33834E+00  0.34459E+00  0.34851E+00  0.35525E+00  0.36253E+00  0.36290E+00  0.36406E+00  0.36428E+00  0.36791E+00  0.36919E+00  0.37074E+00  0.37086E+00  0.38306E+00  0.40518E+00  0.40804E+00  0.42314E+00  0.42502E+00  0.43973E+00  0.44323E+00  0.44962E+00  0.45154E+00  0.45234E+00  0.45638E+00  0.47212E+00  0.49280E+00  0.51521E+00  0.52094E+00  0.53920E+00  0.54433E+00  0.57252E+00  0.57393E+00  0.58196E+00  0.58871E+00  0.65213E+00  0.65922E+00  0.69855E+00  0.71236E+00  0.73610E+00  0.74342E+00  0.75255E+00  0.75363E+00  0.76563E+00  0.76958E+00  0.77124E+00  0.77656E+00  0.78546E+00  0.79317E+00  0.80581E+00  0.80974E+00  0.82890E+00  0.83954E+00  0.84433E+00  0.85048E+00  0.95629E+00  0.95687E+00  0.98120E+00  0.98235E+00  0.99357E+00  0.99860E+00  0.10605E+01  0.10720E+01  0.10749E+01  0.10767E+01  0.10801E+01  0.10812E+01  0.11194E+01  0.11242E+01  0.11335E+01  0.11348E+01  0.11495E+01  0.11535E+01  0.11590E+01  0.11645E+01  0.12270E+01  0.12411E+01
  0.12222E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79344E+00 -0.78470E+00 -0.77179E+00 -0.76775E+00 -0.76282E+00 -0.75305E+00 -0.75241E+00 -0.74641E+00 -0.34356E+00 -0.32946E+00 -0.31336E+00 -0.30641E+00 -0.30596E+00 -0.29137E+00 -0.27873E+00 -0.26965E+00 -0.26919E+00 -0.26745E+00 -0.26010E+00 -0.25946E+00 -0.25687E+00 -0.25508E+00 -0.24974E+00 -0.24851E+00 -0.24845E+00 -0.24439E+00 -0.24312E+00 -0.22947E+00 -0.22093E+00 -0.20011E+00 -0.19789E+00 -0.19273E+00 -0.18875E+00 -0.18459E+00 -0.18106E+00 -0.17708E+00 -0.16796E+00 -0.16670E+00 -0.16666E+00 -0.16436E+00 -0.14977E+00 -0.14915E+00 -0.14542E+00 -0.14258E+00 -0.14201E+00 -0.13801E+00 -0.13299E+00 -0.11792E+00 -0.11099E+00 -0.10598E+00 -0.41599E-01  0.25666E-01  0.10536E+00  0.11950E+00  0.18519E+00  0.20691E+00  0.30426E+00  0.32071E+00  0.33432E+00  0.33821E+00  0.34453E+00  0.34845E+00  0.35525E+00  0.36239E+00  0.36303E+00  0.36487E+00  0.36505E+00  0.36792E+00  0.36922E+00  0.36973E+00  0.37004E+00  0.38306E+00  0.40528E+00  0.40817E+00  0.42330E+00  0.42521E+00  0.43958E+00  0.44309E+00  0.44955E+00  0.45152E+00  0.45230E+00  0.45626E+00  0.47217E+00  0.49289E+00  0.51537E+00  0.52133E+00  0.54322E+00  0.54940E+00  0.56727E+00  0.57055E+00  0.58172E+00  0.58905E+00  0.65284E+00  0.65977E+00  0.69775E+00  0.71176E+00  0.73680E+00  0.74393E+00  0.75291E+00  0.75326E+00  0.76496E+00  0.76934E+00  0.77339E+00  0.77648E+00  0.78331E+00  0.79332E+00  0.80610E+00  0.81218E+00  0.82579E+00  0.83816E+00  0.84375E+00  0.85002E+00  0.96137E+00  0.96225E+00  0.97546E+00  0.97713E+00  0.99372E+00  0.99897E+00  0.10599E+01  0.10715E+01  0.10746E+01  0.10764E+01  0.10799E+01  0.10806E+01  0.11232E+01  0.11271E+01  0.11306E+01  0.11330E+01  0.11518E+01  0.11559E+01  0.11592E+01  0.11648E+01  0.12275E+01  0.12418E+01
  0.12334E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79347E+00 -0.78472E+00 -0.77168E+00 -0.76783E+00 -0.76278E+00 -0.75307E+00 -0.75242E+00 -0.74642E+00 -0.34364E+00 -0.32951E+00 -0.31335E+00 -0.30640E+00 -0.30605E+00 -0.29141E+00 -0.27866E+00 -0.26968E+00 -0.26837E+00 -0.26817E+00 -0.26010E+00 -0.25947E+00 -0.25687E+00 -0.25508E+00 -0.24958E+00 -0.24856E+00 -0.24845E+00 -0.24439E+00 -0.24304E+00 -0.22925E+00 -0.22082E+00 -0.20014E+00 -0.19801E+00 -0.19280E+00 -0.18877E+00 -0.18432E+00 -0.18116E+00 -0.17735E+00 -0.16796E+00 -0.16669E+00 -0.16645E+00 -0.16435E+00 -0.14972E+00 -0.14894E+00 -0.14491E+00 -0.14257E+00 -0.14240E+00 -0.13883E+00 -0.13299E+00 -0.11791E+00 -0.11094E+00 -0.10596E+00 -0.41588E-01  0.25661E-01  0.10529E+00  0.11944E+00  0.18546E+00  0.20715E+00  0.30403E+00  0.32057E+00  0.33422E+00  0.33817E+00  0.34450E+00  0.34842E+00  0.35525E+00  0.36234E+00  0.36301E+00  0.36522E+00  0.36550E+00  0.36793E+00  0.36923E+00  0.36926E+00  0.36969E+00  0.38306E+00  0.40531E+00  0.40821E+00  0.42335E+00  0.42528E+00  0.43953E+00  0.44304E+00  0.44952E+00  0.45151E+00  0.45229E+00  0.45623E+00  0.47219E+00  0.49291E+00  0.51542E+00  0.52146E+00  0.54487E+00  0.55200E+00  0.56461E+00  0.56902E+00  0.58175E+00  0.58918E+00  0.65308E+00  0.65995E+00  0.69748E+00  0.71155E+00  0.73704E+00  0.74408E+00  0.75303E+00  0.75316E+00  0.76473E+00  0.76926E+00  0.77441E+00  0.77646E+00  0.78227E+00  0.79334E+00  0.80625E+00  0.81337E+00  0.82440E+00  0.83768E+00  0.84355E+00  0.84986E+00  0.96426E+00  0.96604E+00  0.97152E+00  0.97415E+00  0.99381E+00  0.99911E+00  0.10597E+01  0.10713E+01  0.10745E+01  0.10763E+01  0.10799E+01  0.10804E+01  0.11255E+01  0.11286E+01  0.11286E+01  0.11318E+01  0.11526E+01  0.11567E+01  0.11593E+01  0.11649E+01  0.12277E+01  0.12420E+01
  0.12445E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79353E+00 -0.78463E+00 -0.77168E+00 -0.76785E+00 -0.76278E+00 -0.75306E+00 -0.75242E+00 -0.74641E+00 -0.34373E+00 -0.32952E+00 -0.31382E+00 -0.30624E+00 -0.30604E+00 -0.29118E+00 -0.27849E+00 -0.26968E+00 -0.26837E+00 -0.26794E+00 -0.26080E+00 -0.25876E+00 -0.25687E+00 -0.25506E+00 -0.24958E+00 -0.24861E+00 -0.24840E+00 -0.24439E+00 -0.24304E+00 -0.22924E+00 -0.22081E+00 -0.20009E+00 -0.19811E+00 -0.19283E+00 -0.18885E+00 -0.18432E+00 -0.18109E+00 -0.17747E+00 -0.16796E+00 -0.16702E+00 -0.16650E+00 -0.16393E+00 -0.14972E+00 -0.14893E+00 -0.14502E+00 -0.14265E+00 -0.14239E+00 -0.13885E+00 -0.13291E+00 -0.11784E+00 -0.11094E+00 -0.10595E+00 -0.41874E-01  0.25922E-01  0.10390E+00  0.12091E+00  0.18542E+00  0.20721E+00  0.30399E+00  0.32066E+00  0.33350E+00  0.33881E+00  0.34419E+00  0.34887E+00  0.35523E+00  0.36204E+00  0.36318E+00  0.36457E+00  0.36631E+00  0.36793E+00  0.36874E+00  0.36930E+00  0.37010E+00  0.38306E+00  0.40411E+00  0.40945E+00  0.42334E+00  0.42539E+00  0.43955E+00  0.44305E+00  0.44862E+00  0.45098E+00  0.45241E+00  0.45756E+00  0.47219E+00  0.49301E+00  0.51502E+00  0.52237E+00  0.54203E+00  0.55480E+00  0.56251E+00  0.57122E+00  0.58025E+00  0.59088E+00  0.65231E+00  0.66099E+00  0.69742E+00  0.71152E+00  0.73576E+00  0.74501E+00  0.75250E+00  0.75305E+00  0.76438E+00  0.76870E+00  0.77485E+00  0.77667E+00  0.78219E+00  0.79276E+00  0.80586E+00  0.81180E+00  0.82499E+00  0.83441E+00  0.83994E+00  0.85911E+00  0.96194E+00  0.96701E+00  0.96821E+00  0.97891E+00  0.99269E+00  0.10018E+01  0.10572E+01  0.10683E+01  0.10701E+01  0.10788E+01  0.10817E+01  0.10857E+01  0.11240E+01  0.11245E+01  0.11297E+01  0.11361E+01  0.11490E+01  0.11530E+01  0.11605E+01  0.11717E+01  0.12241E+01  0.12460E+01
  0.12557E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79372E+00 -0.78436E+00 -0.77169E+00 -0.76791E+00 -0.76279E+00 -0.75305E+00 -0.75243E+00 -0.74641E+00 -0.34399E+00 -0.32956E+00 -0.31496E+00 -0.30676E+00 -0.30523E+00 -0.29053E+00 -0.27797E+00 -0.26969E+00 -0.26837E+00 -0.26725E+00 -0.26171E+00 -0.25784E+00 -0.25687E+00 -0.25499E+00 -0.24961E+00 -0.24870E+00 -0.24832E+00 -0.24439E+00 -0.24304E+00 -0.22920E+00 -0.22078E+00 -0.19997E+00 -0.19841E+00 -0.19290E+00 -0.18910E+00 -0.18433E+00 -0.18088E+00 -0.17781E+00 -0.16797E+00 -0.16766E+00 -0.16663E+00 -0.16304E+00 -0.14971E+00 -0.14890E+00 -0.14535E+00 -0.14287E+00 -0.14238E+00 -0.13892E+00 -0.13267E+00 -0.11763E+00 -0.11092E+00 -0.10592E+00 -0.42710E-01  0.26684E-01  0.10073E+00  0.12432E+00  0.18532E+00  0.20739E+00  0.30388E+00  0.32095E+00  0.33205E+00  0.33966E+00  0.34389E+00  0.34986E+00  0.35517E+00  0.36151E+00  0.36299E+00  0.36439E+00  0.36731E+00  0.36794E+00  0.36796E+00  0.36950E+00  0.37057E+00  0.38308E+00  0.40214E+00  0.41155E+00  0.42333E+00  0.42570E+00  0.43959E+00  0.44306E+00  0.44720E+00  0.44873E+00  0.45379E+00  0.45989E+00  0.47221E+00  0.49328E+00  0.51434E+00  0.52454E+00  0.53730E+00  0.55926E+00  0.55947E+00  0.57423E+00  0.57800E+00  0.59426E+00  0.65076E+00  0.66336E+00  0.69726E+00  0.71141E+00  0.73304E+00  0.74635E+00  0.75102E+00  0.75309E+00  0.76335E+00  0.76722E+00  0.77603E+00  0.77711E+00  0.78192E+00  0.79088E+00  0.80483E+00  0.80869E+00  0.82287E+00  0.82663E+00  0.84534E+00  0.87095E+00  0.95883E+00  0.96166E+00  0.97091E+00  0.98500E+00  0.99179E+00  0.10073E+01  0.10520E+01  0.10597E+01  0.10676E+01  0.10839E+01  0.10846E+01  0.10930E+01  0.11194E+01  0.11212E+01  0.11312E+01  0.11418E+01  0.11442E+01  0.11449E+01  0.11661E+01  0.11811E+01  0.12175E+01  0.12482E+01
  0.12668E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79401E+00 -0.78395E+00 -0.77171E+00 -0.76800E+00 -0.76280E+00 -0.75303E+00 -0.75245E+00 -0.74640E+00 -0.34442E+00 -0.32963E+00 -0.31640E+00 -0.30754E+00 -0.30433E+00 -0.28954E+00 -0.27709E+00 -0.26971E+00 -0.26836E+00 -0.26615E+00 -0.26261E+00 -0.25700E+00 -0.25686E+00 -0.25481E+00 -0.24964E+00 -0.24879E+00 -0.24823E+00 -0.24439E+00 -0.24304E+00 -0.22914E+00 -0.22073E+00 -0.19977E+00 -0.19887E+00 -0.19303E+00 -0.18951E+00 -0.18435E+00 -0.18057E+00 -0.17835E+00 -0.16832E+00 -0.16798E+00 -0.16683E+00 -0.16198E+00 -0.14970E+00 -0.14886E+00 -0.14590E+00 -0.14322E+00 -0.14236E+00 -0.13903E+00 -0.13230E+00 -0.11729E+00 -0.11089E+00 -0.10587E+00 -0.44032E-01  0.27889E-01  0.96950E-01  0.12851E+00  0.18516E+00  0.20768E+00  0.30370E+00  0.32142E+00  0.33043E+00  0.33940E+00  0.34471E+00  0.35108E+00  0.35507E+00  0.36094E+00  0.36232E+00  0.36476E+00  0.36708E+00  0.36796E+00  0.36836E+00  0.36982E+00  0.37094E+00  0.38310E+00  0.40012E+00  0.41379E+00  0.42335E+00  0.42619E+00  0.43967E+00  0.44309E+00  0.44582E+00  0.44638E+00  0.45510E+00  0.46227E+00  0.47234E+00  0.49373E+00  0.51392E+00  0.52698E+00  0.53277E+00  0.55601E+00  0.56430E+00  0.57300E+00  0.58009E+00  0.59813E+00  0.64918E+00  0.66630E+00  0.69699E+00  0.71122E+00  0.72983E+00  0.74630E+00  0.74888E+00  0.75415E+00  0.76170E+00  0.76509E+00  0.77748E+00  0.77764E+00  0.78123E+00  0.78762E+00  0.80346E+00  0.80609E+00  0.81144E+00  0.82903E+00  0.85210E+00  0.88290E+00  0.95563E+00  0.95652E+00  0.97343E+00  0.99101E+00  0.99255E+00  0.10144E+01  0.10458E+01  0.10507E+01  0.10648E+01  0.10879E+01  0.10898E+01  0.10998E+01  0.11145E+01  0.11181E+01  0.11323E+01  0.11371E+01  0.11394E+01  0.11479E+01  0.11719E+01  0.11912E+01  0.12107E+01  0.12450E+01
  0.12779E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79437E+00 -0.78341E+00 -0.77173E+00 -0.76813E+00 -0.76283E+00 -0.75301E+00 -0.75248E+00 -0.74639E+00 -0.34499E+00 -0.32975E+00 -0.31790E+00 -0.30849E+00 -0.30354E+00 -0.28831E+00 -0.27586E+00 -0.26973E+00 -0.26835E+00 -0.26466E+00 -0.26348E+00 -0.25684E+00 -0.25639E+00 -0.25437E+00 -0.24970E+00 -0.24888E+00 -0.24815E+00 -0.24438E+00 -0.24304E+00 -0.22906E+00 -0.22065E+00 -0.19949E+00 -0.19946E+00 -0.19320E+00 -0.19009E+00 -0.18437E+00 -0.18020E+00 -0.17907E+00 -0.16891E+00 -0.16800E+00 -0.16710E+00 -0.16087E+00 -0.14969E+00 -0.14880E+00 -0.14667E+00 -0.14368E+00 -0.14234E+00 -0.13914E+00 -0.13183E+00 -0.11684E+00 -0.11086E+00 -0.10580E+00 -0.45753E-01  0.29456E-01  0.93009E-01  0.13300E+00  0.18495E+00  0.20808E+00  0.30347E+00  0.32204E+00  0.32875E+00  0.33829E+00  0.34635E+00  0.35245E+00  0.35494E+00  0.36035E+00  0.36157E+00  0.36526E+00  0.36614E+00  0.36800E+00  0.36943E+00  0.37026E+00  0.37121E+00  0.38313E+00  0.39813E+00  0.41607E+00  0.42342E+00  0.42682E+00  0.43978E+00  0.44313E+00  0.44408E+00  0.44458E+00  0.45620E+00  0.46437E+00  0.47275E+00  0.49433E+00  0.51394E+00  0.52583E+00  0.53240E+00  0.55291E+00  0.56900E+00  0.56993E+00  0.58426E+00  0.60220E+00  0.64787E+00  0.66956E+00  0.69661E+00  0.71094E+00  0.72640E+00  0.74460E+00  0.74633E+00  0.75622E+00  0.75956E+00  0.76250E+00  0.77757E+00  0.77902E+00  0.77941E+00  0.78432E+00  0.80030E+00  0.80202E+00  0.80458E+00  0.83198E+00  0.85938E+00  0.89476E+00  0.95164E+00  0.95243E+00  0.97572E+00  0.99384E+00  0.99811E+00  0.10228E+01  0.10395E+01  0.10415E+01  0.10619E+01  0.10914E+01  0.10958E+01  0.11059E+01  0.11098E+01  0.11149E+01  0.11296E+01  0.11328E+01  0.11350E+01  0.11542E+01  0.11780E+01  0.12019E+01  0.12042E+01  0.12421E+01
  0.12891E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79478E+00 -0.78278E+00 -0.77175E+00 -0.76828E+00 -0.76287E+00 -0.75297E+00 -0.75250E+00 -0.74638E+00 -0.34568E+00 -0.32995E+00 -0.31934E+00 -0.30952E+00 -0.30295E+00 -0.28692E+00 -0.27430E+00 -0.26976E+00 -0.26832E+00 -0.26430E+00 -0.26282E+00 -0.25683E+00 -0.25610E+00 -0.25361E+00 -0.24978E+00 -0.24897E+00 -0.24806E+00 -0.24437E+00 -0.24304E+00 -0.22895E+00 -0.22055E+00 -0.20015E+00 -0.19915E+00 -0.19340E+00 -0.19082E+00 -0.18439E+00 -0.17991E+00 -0.17980E+00 -0.16945E+00 -0.16802E+00 -0.16741E+00 -0.15974E+00 -0.14967E+00 -0.14873E+00 -0.14766E+00 -0.14422E+00 -0.14229E+00 -0.13926E+00 -0.13128E+00 -0.11632E+00 -0.11081E+00 -0.10572E+00 -0.47770E-01  0.31291E-01  0.89088E-01  0.13763E+00  0.18469E+00  0.20855E+00  0.30319E+00  0.32279E+00  0.32700E+00  0.33697E+00  0.34812E+00  0.35403E+00  0.35478E+00  0.35975E+00  0.36085E+00  0.36514E+00  0.36579E+00  0.36806E+00  0.37052E+00  0.37079E+00  0.37138E+00  0.38316E+00  0.39623E+00  0.41834E+00  0.42354E+00  0.42756E+00  0.43991E+00  0.44188E+00  0.44317E+00  0.44352E+00  0.45704E+00  0.46585E+00  0.47374E+00  0.49507E+00  0.51420E+00  0.52162E+00  0.53589E+00  0.55000E+00  0.56678E+00  0.57345E+00  0.58879E+00  0.60639E+00  0.64693E+00  0.67304E+00  0.69615E+00  0.71056E+00  0.72284E+00  0.74187E+00  0.74355E+00  0.75664E+00  0.75905E+00  0.75951E+00  0.77412E+00  0.77710E+00  0.78107E+00  0.78280E+00  0.78974E+00  0.80074E+00  0.80389E+00  0.83533E+00  0.86680E+00  0.90638E+00  0.94702E+00  0.94936E+00  0.97773E+00  0.99709E+00  0.10047E+01  0.10322E+01  0.10323E+01  0.10331E+01  0.10592E+01  0.10950E+01  0.11011E+01  0.11054E+01  0.11112E+01  0.11121E+01  0.11226E+01  0.11308E+01  0.11328E+01  0.11606E+01  0.11843E+01  0.11981E+01  0.12131E+01  0.12397E+01
  0.13002E+01 -0.41899E+01 -0.41899E+01 -0.41648E+01 -0.40787E+01 -0.27678E+01 -0.27678E+01 -0.27661E+01 -0.27661E+01 -0.27375E+01 -0.27349E+01 -0.27349E+01 -0.27232E+01 -0.27232E+01 -0.26483E+01 -0.26447E+01 -0.26447E+01 -0.79522E+00 -0.78207E+00 -0.77179E+00 -0.76845E+00 -0.76293E+00 -0.75294E+00 -0.75253E+00 -0.74637E+00 -0.34648E+00 -0.33024E+00 -0.32063E+00 -0.31060E+00 -0.30255E+00 -0.28544E+00 -0.27249E+00 -0.26979E+00 -0.26829E+00 -0.26508E+00 -0.26066E+00 -0.25681E+00 -0.25601E+00 -0.25266E+00 -0.24989E+00 -0.24906E+00 -0.24798E+00 -0.24435E+00 -0.24304E+00 -0.22882E+00 -0.22041E+00 -0.20089E+00 -0.19876E+00 -0.19364E+00 -0.19170E+00 -0.18442E+00 -0.18084E+00 -0.17942E+00 -0.16995E+00 -0.16805E+00 -0.16775E+00 -0.15863E+00 -0.14965E+00 -0.14887E+00 -0.14865E+00 -0.14481E+00 -0.14222E+00 -0.13938E+00 -0.13068E+00 -0.11573E+00 -0.11076E+00 -0.10562E+00 -0.49981E-01  0.33302E-01  0.85271E-01  0.14228E+00  0.18441E+00  0.20910E+00  0.30290E+00  0.32366E+00  0.32511E+00  0.33570E+00  0.34971E+00  0.35461E+00  0.35592E+00  0.35914E+00  0.36017E+00  0.36411E+00  0.36631E+00  0.36814E+00  0.37142E+00  0.37146E+00  0.37161E+00  0.38320E+00  0.39441E+00  0.42057E+00  0.42371E+00  0.42841E+00  0.43981E+00  0.44007E+00  0.44267E+00  0.44322E+00  0.45761E+00  0.46656E+00  0.47545E+00  0.49594E+00  0.51330E+00  0.51886E+00  0.54006E+00  0.54728E+00  0.56374E+00  0.57756E+00  0.59350E+00  0.61066E+00  0.64646E+00  0.67667E+00  0.69561E+00  0.71007E+00  0.71918E+00  0.73842E+00  0.74066E+00  0.75383E+00  0.75616E+00  0.76157E+00  0.76804E+00  0.77466E+00  0.78126E+00  0.78208E+00  0.78242E+00  0.79981E+00  0.80368E+00  0.83899E+00  0.87415E+00  0.91741E+00  0.94267E+00  0.94674E+00  0.97945E+00  0.10015E+01  0.10114E+01  0.10230E+01  0.10269E+01  0.10425E+01  0.10566E+01  0.10983E+01  0.11012E+01  0.11037E+01  0.11119E+01  0.11157E+01  0.11159E+01  0.11270E+01  0.11324E+01  0.11672E+01  0.11908E+01  0.11925E+01  0.12249E+01  0.12376E+01
