# NKPT   177 NBND   150 NSPIN     2
# NPANEL     8
#      1   (0,0,0)/2
#     28   (*,1,0)/2
#     47   (0,1,0)/2
#     66   (0,0,0)/2
#     93   (1,1,0)/2
#    112   (1,0,0)/2
#    131   (0,0,0)/2
#    158   (1,*,0)/2
#    177   (1,0,0)/2
@ WITH G0
@ G0 ON
@ TITLE "ALPHA"
@ DEFAULT COLOR 1
@ XAXIS TICK ON
@ XAXIS TICKLABEL ON
@ XAXIS TICKLABEL CHAR SIZE 0.8
@ XAXIS TICK TYPE SPEC
@ XAXIS TICKLABEL TYPE SPEC
@ XAXIS TICK MAJOR GRID ON
@ YAXIS LABEL "E-EFERMI (HARTREE)"
@ AUTOSCALE ONREAD YAXES
@ AUTOTICKS
@ XAXIS TICK SPEC     9
@ XAXIS TICK     0,     0.00000
@ XAXIS TICKLABEL    0,"(0,0,0)/2"
@ XAXIS TICK     1,     0.29928
@ XAXIS TICKLABEL    1,"(*,1,0)/2"
@ XAXIS TICK     2,     0.51091
@ XAXIS TICKLABEL    2,"(0,1,0)/2"
@ XAXIS TICK     3,     0.72253
@ XAXIS TICKLABEL    3,"(0,0,0)/2"
@ XAXIS TICK     4,     1.02181
@ XAXIS TICKLABEL    4,"(1,1,0)/2"
@ XAXIS TICK     5,     1.23344
@ XAXIS TICKLABEL    5,"(1,0,0)/2"
@ XAXIS TICK     6,     1.44506
@ XAXIS TICKLABEL    6,"(0,0,0)/2"
@ XAXIS TICK     7,     1.74435
@ XAXIS TICKLABEL    7,"(1,*,0)/2"
@ XAXIS TICK     8,     1.95597
@ XAXIS TICKLABEL    8,"(1,0,0)/2"
@ WORLD      0.00000,        -4.2,     1.95597,         1.3
@ VIEW      0.15000,     0.15000,     0.63709,     0.85000
  0.16002E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79413E+00 -0.77879E+00 -0.77699E+00 -0.76699E+00 -0.75826E+00 -0.74566E+00 -0.74464E+00 -0.73817E+00 -0.34431E+00 -0.33291E+00 -0.30992E+00 -0.28783E+00 -0.28420E+00 -0.27712E+00 -0.27497E+00 -0.27495E+00 -0.26972E+00 -0.26470E+00 -0.26102E+00 -0.24803E+00 -0.24373E+00 -0.24279E+00 -0.24078E+00 -0.24050E+00 -0.23020E+00 -0.22806E+00 -0.22620E+00 -0.22602E+00 -0.22116E+00 -0.19224E+00 -0.19173E+00 -0.19088E+00 -0.19070E+00 -0.18803E+00 -0.17616E+00 -0.17022E+00 -0.16607E+00 -0.16166E+00 -0.16053E+00 -0.15563E+00 -0.15176E+00 -0.14992E+00 -0.14878E+00 -0.14179E+00 -0.13447E+00 -0.12311E+00 -0.10879E+00 -0.10863E+00 -0.10474E+00 -0.28152E-01  0.13585E-01  0.75074E-01  0.88545E-01  0.16367E+00  0.16563E+00  0.20747E+00  0.31380E+00  0.32284E+00  0.33045E+00  0.34866E+00  0.35071E+00  0.35518E+00  0.35715E+00  0.35847E+00  0.36035E+00  0.36036E+00  0.36660E+00  0.36977E+00  0.37073E+00  0.37614E+00  0.37716E+00  0.38392E+00  0.39148E+00  0.42122E+00  0.42253E+00  0.42272E+00  0.43988E+00  0.44212E+00  0.44445E+00  0.44667E+00  0.46025E+00  0.46796E+00  0.47666E+00  0.48545E+00  0.49288E+00  0.52127E+00  0.53440E+00  0.54168E+00  0.55281E+00  0.57460E+00  0.61985E+00  0.62438E+00  0.67102E+00  0.67163E+00  0.67410E+00  0.70801E+00  0.73039E+00  0.73582E+00  0.74440E+00  0.75015E+00  0.75651E+00  0.76064E+00  0.76911E+00  0.77505E+00  0.78052E+00  0.78548E+00  0.80133E+00  0.80275E+00  0.82027E+00  0.82795E+00  0.90372E+00  0.90760E+00  0.94524E+00  0.96727E+00  0.96944E+00  0.97364E+00  0.10157E+01  0.10470E+01  0.10620E+01  0.10628E+01  0.10667E+01  0.10755E+01  0.10790E+01  0.10875E+01  0.11095E+01  0.11108E+01  0.11152E+01  0.11206E+01  0.11206E+01  0.11545E+01  0.11728E+01  0.12202E+01  0.12211E+01  0.12293E+01
  0.16113E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79363E+00 -0.77913E+00 -0.77743E+00 -0.76671E+00 -0.75843E+00 -0.74563E+00 -0.74464E+00 -0.73807E+00 -0.34359E+00 -0.33106E+00 -0.30889E+00 -0.28782E+00 -0.28618E+00 -0.27821E+00 -0.27478E+00 -0.27476E+00 -0.27030E+00 -0.26471E+00 -0.26159E+00 -0.24759E+00 -0.24421E+00 -0.24315E+00 -0.24074E+00 -0.24048E+00 -0.23079E+00 -0.22826E+00 -0.22706E+00 -0.22658E+00 -0.22224E+00 -0.19245E+00 -0.19119E+00 -0.19088E+00 -0.18931E+00 -0.18729E+00 -0.17566E+00 -0.17075E+00 -0.16552E+00 -0.16165E+00 -0.15951E+00 -0.15659E+00 -0.15208E+00 -0.15024E+00 -0.14951E+00 -0.14113E+00 -0.13513E+00 -0.12177E+00 -0.10934E+00 -0.10916E+00 -0.10531E+00 -0.24378E-01  0.16242E-01  0.71912E-01  0.92047E-01  0.16113E+00  0.16303E+00  0.20462E+00  0.31485E+00  0.32517E+00  0.33215E+00  0.34964E+00  0.34988E+00  0.35448E+00  0.35715E+00  0.35736E+00  0.35976E+00  0.36118E+00  0.36647E+00  0.37001E+00  0.37144E+00  0.37640E+00  0.37738E+00  0.38386E+00  0.39272E+00  0.41965E+00  0.42094E+00  0.42198E+00  0.44171E+00  0.44268E+00  0.44518E+00  0.44768E+00  0.46025E+00  0.46793E+00  0.47489E+00  0.48402E+00  0.49185E+00  0.51798E+00  0.52835E+00  0.53562E+00  0.55484E+00  0.58153E+00  0.61765E+00  0.62190E+00  0.66791E+00  0.67151E+00  0.67430E+00  0.71059E+00  0.73341E+00  0.73798E+00  0.74592E+00  0.75214E+00  0.75306E+00  0.76505E+00  0.76658E+00  0.78195E+00  0.78296E+00  0.79007E+00  0.80143E+00  0.80570E+00  0.82206E+00  0.82765E+00  0.90047E+00  0.90543E+00  0.94034E+00  0.96533E+00  0.96534E+00  0.97546E+00  0.10237E+01  0.10389E+01  0.10662E+01  0.10662E+01  0.10689E+01  0.10713E+01  0.10731E+01  0.10930E+01  0.11026E+01  0.11125E+01  0.11142E+01  0.11204E+01  0.11211E+01  0.11495E+01  0.11751E+01  0.12111E+01  0.12118E+01  0.12275E+01
  0.16224E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79311E+00 -0.77945E+00 -0.77787E+00 -0.76645E+00 -0.75864E+00 -0.74557E+00 -0.74465E+00 -0.73796E+00 -0.34285E+00 -0.32914E+00 -0.30789E+00 -0.28813E+00 -0.28788E+00 -0.27921E+00 -0.27459E+00 -0.27457E+00 -0.27086E+00 -0.26473E+00 -0.26207E+00 -0.24713E+00 -0.24470E+00 -0.24353E+00 -0.24067E+00 -0.24042E+00 -0.23172E+00 -0.22855E+00 -0.22761E+00 -0.22701E+00 -0.22340E+00 -0.19269E+00 -0.19133E+00 -0.19073E+00 -0.18775E+00 -0.18621E+00 -0.17513E+00 -0.17142E+00 -0.16498E+00 -0.16165E+00 -0.15854E+00 -0.15760E+00 -0.15241E+00 -0.15029E+00 -0.15027E+00 -0.14047E+00 -0.13596E+00 -0.12024E+00 -0.10988E+00 -0.10971E+00 -0.10590E+00 -0.20537E-01  0.18910E-01  0.68666E-01  0.95615E-01  0.15864E+00  0.16044E+00  0.20162E+00  0.31608E+00  0.32738E+00  0.33382E+00  0.34895E+00  0.35028E+00  0.35397E+00  0.35598E+00  0.35755E+00  0.35943E+00  0.36222E+00  0.36634E+00  0.36933E+00  0.37308E+00  0.37668E+00  0.37761E+00  0.38379E+00  0.39401E+00  0.41810E+00  0.41939E+00  0.42123E+00  0.44337E+00  0.44361E+00  0.44604E+00  0.44889E+00  0.46015E+00  0.46775E+00  0.47320E+00  0.48238E+00  0.49093E+00  0.51452E+00  0.52240E+00  0.52959E+00  0.55719E+00  0.58869E+00  0.61551E+00  0.61953E+00  0.66367E+00  0.67206E+00  0.67506E+00  0.71328E+00  0.73626E+00  0.73921E+00  0.74718E+00  0.75007E+00  0.75383E+00  0.76422E+00  0.76965E+00  0.78334E+00  0.78874E+00  0.79626E+00  0.79851E+00  0.81033E+00  0.82401E+00  0.82945E+00  0.89710E+00  0.90231E+00  0.93667E+00  0.96158E+00  0.96219E+00  0.97805E+00  0.10313E+01  0.10318E+01  0.10617E+01  0.10656E+01  0.10699E+01  0.10702E+01  0.10776E+01  0.10909E+01  0.10997E+01  0.11139E+01  0.11163E+01  0.11202E+01  0.11227E+01  0.11459E+01  0.11777E+01  0.12013E+01  0.12019E+01  0.12256E+01
  0.16335E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79259E+00 -0.77975E+00 -0.77830E+00 -0.76620E+00 -0.75887E+00 -0.74549E+00 -0.74467E+00 -0.73785E+00 -0.34209E+00 -0.32716E+00 -0.30694E+00 -0.29003E+00 -0.28813E+00 -0.28001E+00 -0.27441E+00 -0.27439E+00 -0.27140E+00 -0.26473E+00 -0.26247E+00 -0.24667E+00 -0.24518E+00 -0.24392E+00 -0.24060E+00 -0.24035E+00 -0.23293E+00 -0.22893E+00 -0.22792E+00 -0.22731E+00 -0.22461E+00 -0.19294E+00 -0.19183E+00 -0.19035E+00 -0.18622E+00 -0.18499E+00 -0.17457E+00 -0.17216E+00 -0.16444E+00 -0.16164E+00 -0.15871E+00 -0.15756E+00 -0.15275E+00 -0.15110E+00 -0.15004E+00 -0.13982E+00 -0.13692E+00 -0.11862E+00 -0.11042E+00 -0.11025E+00 -0.10652E+00 -0.16652E-01  0.21556E-01  0.65354E-01  0.99223E-01  0.15622E+00  0.15789E+00  0.19849E+00  0.31751E+00  0.32940E+00  0.33533E+00  0.34793E+00  0.35037E+00  0.35402E+00  0.35514E+00  0.35774E+00  0.35926E+00  0.36342E+00  0.36621E+00  0.36870E+00  0.37467E+00  0.37697E+00  0.37786E+00  0.38372E+00  0.39534E+00  0.41660E+00  0.41792E+00  0.42044E+00  0.44421E+00  0.44555E+00  0.44704E+00  0.45032E+00  0.45996E+00  0.46746E+00  0.47161E+00  0.48060E+00  0.49010E+00  0.51087E+00  0.51666E+00  0.52364E+00  0.55986E+00  0.59595E+00  0.61345E+00  0.61731E+00  0.65944E+00  0.67265E+00  0.67587E+00  0.71604E+00  0.73844E+00  0.73892E+00  0.74817E+00  0.74859E+00  0.75526E+00  0.76212E+00  0.77446E+00  0.78306E+00  0.79459E+00  0.79530E+00  0.80256E+00  0.81512E+00  0.82613E+00  0.83263E+00  0.89363E+00  0.89813E+00  0.93444E+00  0.95832E+00  0.95922E+00  0.98026E+00  0.10242E+01  0.10400E+01  0.10543E+01  0.10586E+01  0.10703E+01  0.10738E+01  0.10823E+01  0.10833E+01  0.11075E+01  0.11154E+01  0.11171E+01  0.11200E+01  0.11253E+01  0.11433E+01  0.11809E+01  0.11914E+01  0.11918E+01  0.12237E+01
  0.16446E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79207E+00 -0.78003E+00 -0.77873E+00 -0.76598E+00 -0.75912E+00 -0.74541E+00 -0.74469E+00 -0.73775E+00 -0.34133E+00 -0.32514E+00 -0.30607E+00 -0.29186E+00 -0.28866E+00 -0.28047E+00 -0.27423E+00 -0.27421E+00 -0.27192E+00 -0.26472E+00 -0.26278E+00 -0.24620E+00 -0.24563E+00 -0.24429E+00 -0.24053E+00 -0.24027E+00 -0.23430E+00 -0.22937E+00 -0.22810E+00 -0.22751E+00 -0.22584E+00 -0.19320E+00 -0.19233E+00 -0.19004E+00 -0.18473E+00 -0.18371E+00 -0.17399E+00 -0.17292E+00 -0.16388E+00 -0.16163E+00 -0.15980E+00 -0.15668E+00 -0.15309E+00 -0.15192E+00 -0.14963E+00 -0.13919E+00 -0.13797E+00 -0.11698E+00 -0.11095E+00 -0.11079E+00 -0.10715E+00 -0.12748E-01  0.24140E-01  0.61997E-01  0.10284E+00  0.15392E+00  0.15542E+00  0.19528E+00  0.31910E+00  0.33114E+00  0.33655E+00  0.34686E+00  0.35011E+00  0.35456E+00  0.35468E+00  0.35791E+00  0.35918E+00  0.36477E+00  0.36609E+00  0.36811E+00  0.37615E+00  0.37726E+00  0.37810E+00  0.38364E+00  0.39670E+00  0.41518E+00  0.41654E+00  0.41960E+00  0.44521E+00  0.44751E+00  0.44818E+00  0.45197E+00  0.45969E+00  0.46706E+00  0.47012E+00  0.47872E+00  0.48936E+00  0.50693E+00  0.51126E+00  0.51780E+00  0.56283E+00  0.60312E+00  0.61151E+00  0.61532E+00  0.65533E+00  0.67325E+00  0.67667E+00  0.71882E+00  0.73540E+00  0.74138E+00  0.74889E+00  0.74895E+00  0.75645E+00  0.76037E+00  0.77946E+00  0.78236E+00  0.79023E+00  0.80155E+00  0.80863E+00  0.81992E+00  0.82844E+00  0.83655E+00  0.89008E+00  0.89298E+00  0.93358E+00  0.95572E+00  0.95676E+00  0.98198E+00  0.10176E+01  0.10466E+01  0.10483E+01  0.10512E+01  0.10608E+01  0.10780E+01  0.10832E+01  0.10891E+01  0.11162E+01  0.11170E+01  0.11173E+01  0.11199E+01  0.11282E+01  0.11413E+01  0.11816E+01  0.11820E+01  0.11845E+01  0.12205E+01
  0.16557E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79155E+00 -0.78027E+00 -0.77914E+00 -0.76578E+00 -0.75938E+00 -0.74531E+00 -0.74471E+00 -0.73765E+00 -0.34057E+00 -0.32310E+00 -0.30530E+00 -0.29360E+00 -0.28954E+00 -0.28049E+00 -0.27406E+00 -0.27404E+00 -0.27239E+00 -0.26472E+00 -0.26304E+00 -0.24606E+00 -0.24573E+00 -0.24465E+00 -0.24045E+00 -0.24018E+00 -0.23572E+00 -0.22984E+00 -0.22830E+00 -0.22764E+00 -0.22702E+00 -0.19346E+00 -0.19279E+00 -0.18980E+00 -0.18329E+00 -0.18239E+00 -0.17366E+00 -0.17342E+00 -0.16329E+00 -0.16163E+00 -0.16095E+00 -0.15585E+00 -0.15343E+00 -0.15275E+00 -0.14908E+00 -0.13906E+00 -0.13859E+00 -0.11537E+00 -0.11146E+00 -0.11132E+00 -0.10778E+00 -0.88529E-02  0.26624E-01  0.58617E-01  0.10642E+00  0.15176E+00  0.15305E+00  0.19202E+00  0.32082E+00  0.33252E+00  0.33741E+00  0.34575E+00  0.34986E+00  0.35463E+00  0.35530E+00  0.35807E+00  0.35915E+00  0.36598E+00  0.36624E+00  0.36758E+00  0.37736E+00  0.37768E+00  0.37833E+00  0.38357E+00  0.39808E+00  0.41388E+00  0.41527E+00  0.41871E+00  0.44637E+00  0.44947E+00  0.44948E+00  0.45384E+00  0.45938E+00  0.46658E+00  0.46875E+00  0.47680E+00  0.48868E+00  0.50255E+00  0.50641E+00  0.51212E+00  0.56609E+00  0.60937E+00  0.60969E+00  0.61422E+00  0.65148E+00  0.67384E+00  0.67744E+00  0.72141E+00  0.73132E+00  0.74363E+00  0.74937E+00  0.75007E+00  0.75744E+00  0.75901E+00  0.78133E+00  0.78465E+00  0.78576E+00  0.80740E+00  0.81434E+00  0.82457E+00  0.83098E+00  0.84081E+00  0.88649E+00  0.88713E+00  0.93391E+00  0.95390E+00  0.95500E+00  0.98325E+00  0.10117E+01  0.10385E+01  0.10438E+01  0.10487E+01  0.10566E+01  0.10824E+01  0.10867E+01  0.10948E+01  0.11173E+01  0.11186E+01  0.11198E+01  0.11256E+01  0.11307E+01  0.11398E+01  0.11723E+01  0.11725E+01  0.11886E+01  0.12091E+01
  0.16668E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79104E+00 -0.78049E+00 -0.77954E+00 -0.76560E+00 -0.75963E+00 -0.74522E+00 -0.74473E+00 -0.73756E+00 -0.33984E+00 -0.32103E+00 -0.30463E+00 -0.29522E+00 -0.29077E+00 -0.28010E+00 -0.27390E+00 -0.27388E+00 -0.27283E+00 -0.26472E+00 -0.26325E+00 -0.24645E+00 -0.24527E+00 -0.24498E+00 -0.24037E+00 -0.24010E+00 -0.23714E+00 -0.23032E+00 -0.22891E+00 -0.22775E+00 -0.22774E+00 -0.19371E+00 -0.19322E+00 -0.18961E+00 -0.18194E+00 -0.18104E+00 -0.17435E+00 -0.17287E+00 -0.16267E+00 -0.16214E+00 -0.16163E+00 -0.15509E+00 -0.15376E+00 -0.15356E+00 -0.14846E+00 -0.14018E+00 -0.13803E+00 -0.11385E+00 -0.11194E+00 -0.11181E+00 -0.10839E+00 -0.49962E-02  0.28966E-01  0.55237E-01  0.10993E+00  0.14977E+00  0.15084E+00  0.18878E+00  0.32264E+00  0.33350E+00  0.33788E+00  0.34462E+00  0.34984E+00  0.35497E+00  0.35610E+00  0.35822E+00  0.35915E+00  0.36587E+00  0.36710E+00  0.36784E+00  0.37773E+00  0.37855E+00  0.37874E+00  0.38350E+00  0.39948E+00  0.41270E+00  0.41411E+00  0.41775E+00  0.44770E+00  0.45091E+00  0.45138E+00  0.45592E+00  0.45907E+00  0.46607E+00  0.46751E+00  0.47490E+00  0.48804E+00  0.49776E+00  0.50214E+00  0.50662E+00  0.56961E+00  0.60803E+00  0.61042E+00  0.61797E+00  0.64821E+00  0.67440E+00  0.67814E+00  0.72242E+00  0.72823E+00  0.74565E+00  0.74964E+00  0.75129E+00  0.75807E+00  0.75826E+00  0.78004E+00  0.78135E+00  0.79002E+00  0.81273E+00  0.81956E+00  0.82885E+00  0.83383E+00  0.84512E+00  0.88083E+00  0.88287E+00  0.93524E+00  0.95297E+00  0.95407E+00  0.98416E+00  0.10064E+01  0.10301E+01  0.10362E+01  0.10369E+01  0.10650E+01  0.10871E+01  0.10904E+01  0.11003E+01  0.11172E+01  0.11198E+01  0.11201E+01  0.11326E+01  0.11356E+01  0.11389E+01  0.11635E+01  0.11637E+01  0.11933E+01  0.11982E+01
  0.16778E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79056E+00 -0.78069E+00 -0.77992E+00 -0.76545E+00 -0.75988E+00 -0.74513E+00 -0.74475E+00 -0.73747E+00 -0.33913E+00 -0.31897E+00 -0.30407E+00 -0.29670E+00 -0.29223E+00 -0.27937E+00 -0.27375E+00 -0.27374E+00 -0.27322E+00 -0.26477E+00 -0.26342E+00 -0.24680E+00 -0.24528E+00 -0.24483E+00 -0.24031E+00 -0.24002E+00 -0.23853E+00 -0.23078E+00 -0.22999E+00 -0.22794E+00 -0.22782E+00 -0.19395E+00 -0.19359E+00 -0.18946E+00 -0.18069E+00 -0.17968E+00 -0.17496E+00 -0.17234E+00 -0.16337E+00 -0.16203E+00 -0.16163E+00 -0.15441E+00 -0.15434E+00 -0.15407E+00 -0.14782E+00 -0.14129E+00 -0.13751E+00 -0.11245E+00 -0.11238E+00 -0.11228E+00 -0.10897E+00 -0.12154E-02  0.31122E-01  0.51890E-01  0.11331E+00  0.14797E+00  0.14881E+00  0.18561E+00  0.32452E+00  0.33408E+00  0.33801E+00  0.34348E+00  0.35005E+00  0.35559E+00  0.35688E+00  0.35834E+00  0.35918E+00  0.36578E+00  0.36668E+00  0.36953E+00  0.37797E+00  0.37875E+00  0.37968E+00  0.38344E+00  0.40088E+00  0.41165E+00  0.41309E+00  0.41675E+00  0.44922E+00  0.45246E+00  0.45323E+00  0.45821E+00  0.45881E+00  0.46554E+00  0.46642E+00  0.47309E+00  0.48744E+00  0.49285E+00  0.49821E+00  0.50133E+00  0.57333E+00  0.60655E+00  0.60907E+00  0.62298E+00  0.64631E+00  0.67491E+00  0.67876E+00  0.71880E+00  0.72936E+00  0.74743E+00  0.74979E+00  0.75236E+00  0.75750E+00  0.75893E+00  0.77713E+00  0.77855E+00  0.79555E+00  0.81748E+00  0.82420E+00  0.83258E+00  0.83705E+00  0.84928E+00  0.87427E+00  0.87926E+00  0.93742E+00  0.95301E+00  0.95405E+00  0.98483E+00  0.10016E+01  0.10209E+01  0.10262E+01  0.10287E+01  0.10733E+01  0.10921E+01  0.10937E+01  0.11056E+01  0.11171E+01  0.11198E+01  0.11214E+01  0.11337E+01  0.11387E+01  0.11460E+01  0.11556E+01  0.11557E+01  0.11878E+01  0.11984E+01
  0.16889E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.79011E+00 -0.78085E+00 -0.78027E+00 -0.76531E+00 -0.76011E+00 -0.74504E+00 -0.74477E+00 -0.73740E+00 -0.33849E+00 -0.31693E+00 -0.30361E+00 -0.29802E+00 -0.29386E+00 -0.27842E+00 -0.27362E+00 -0.27362E+00 -0.27356E+00 -0.26487E+00 -0.26354E+00 -0.24710E+00 -0.24554E+00 -0.24442E+00 -0.24024E+00 -0.23995E+00 -0.23982E+00 -0.23120E+00 -0.23111E+00 -0.22799E+00 -0.22788E+00 -0.19416E+00 -0.19392E+00 -0.18935E+00 -0.17956E+00 -0.17830E+00 -0.17549E+00 -0.17186E+00 -0.16462E+00 -0.16163E+00 -0.16137E+00 -0.15507E+00 -0.15436E+00 -0.15382E+00 -0.14719E+00 -0.14235E+00 -0.13705E+00 -0.11277E+00 -0.11269E+00 -0.11121E+00 -0.10951E+00  0.24396E-02  0.33047E-01  0.48617E-01  0.11647E+00  0.14640E+00  0.14701E+00  0.18260E+00  0.32640E+00  0.33435E+00  0.33791E+00  0.34231E+00  0.35043E+00  0.35638E+00  0.35763E+00  0.35845E+00  0.35922E+00  0.36569E+00  0.36632E+00  0.37127E+00  0.37818E+00  0.37892E+00  0.38036E+00  0.38338E+00  0.40228E+00  0.41076E+00  0.41221E+00  0.41569E+00  0.45092E+00  0.45407E+00  0.45495E+00  0.45864E+00  0.46069E+00  0.46502E+00  0.46548E+00  0.47146E+00  0.48686E+00  0.48807E+00  0.49444E+00  0.49631E+00  0.57719E+00  0.60526E+00  0.60765E+00  0.62554E+00  0.64714E+00  0.67536E+00  0.67929E+00  0.71334E+00  0.73200E+00  0.74896E+00  0.74993E+00  0.75314E+00  0.75722E+00  0.75946E+00  0.77317E+00  0.77698E+00  0.80120E+00  0.82157E+00  0.82817E+00  0.83579E+00  0.84046E+00  0.85313E+00  0.86759E+00  0.87571E+00  0.94039E+00  0.95404E+00  0.95499E+00  0.98534E+00  0.99731E+00  0.10109E+01  0.10170E+01  0.10215E+01  0.10815E+01  0.10965E+01  0.10972E+01  0.11105E+01  0.11171E+01  0.11200E+01  0.11224E+01  0.11338E+01  0.11391E+01  0.11486E+01  0.11486E+01  0.11567E+01  0.11780E+01  0.12040E+01
  0.17000E+01 -0.42072E+01 -0.41488E+01 -0.41488E+01 -0.40661E+01 -0.27846E+01 -0.27846E+01 -0.27517E+01 -0.27211E+01 -0.27211E+01 -0.27087E+01 -0.27087E+01 -0.27064E+01 -0.27064E+01 -0.26440E+01 -0.26264E+01 -0.26264E+01 -0.78971E+00 -0.78099E+00 -0.78058E+00 -0.76520E+00 -0.76030E+00 -0.74497E+00 -0.74479E+00 -0.73734E+00 -0.33792E+00 -0.31495E+00 -0.30324E+00 -0.29915E+00 -0.29557E+00 -0.27734E+00 -0.27384E+00 -0.27352E+00 -0.27351E+00 -0.26505E+00 -0.26363E+00 -0.24736E+00 -0.24576E+00 -0.24405E+00 -0.24098E+00 -0.24019E+00 -0.23988E+00 -0.23212E+00 -0.23158E+00 -0.22800E+00 -0.22792E+00 -0.19434E+00 -0.19419E+00 -0.18926E+00 -0.17858E+00 -0.17692E+00 -0.17591E+00 -0.17145E+00 -0.16590E+00 -0.16163E+00 -0.16074E+00 -0.15572E+00 -0.15461E+00 -0.15331E+00 -0.14662E+00 -0.14334E+00 -0.13666E+00 -0.11311E+00 -0.11305E+00 -0.11015E+00 -0.10998E+00  0.58958E-02  0.34698E-01  0.45486E-01  0.11934E+00  0.14508E+00  0.14547E+00  0.17984E+00  0.32825E+00  0.33440E+00  0.33768E+00  0.34111E+00  0.35088E+00  0.35720E+00  0.35828E+00  0.35854E+00  0.35931E+00  0.36562E+00  0.36603E+00  0.37302E+00  0.37835E+00  0.37907E+00  0.38075E+00  0.38333E+00  0.40365E+00  0.41004E+00  0.41148E+00  0.41458E+00  0.45279E+00  0.45561E+00  0.45652E+00  0.45864E+00  0.46333E+00  0.46453E+00  0.46470E+00  0.47016E+00  0.48356E+00  0.48633E+00  0.49079E+00  0.49160E+00  0.58111E+00  0.60418E+00  0.60631E+00  0.62508E+00  0.65116E+00  0.67575E+00  0.67968E+00  0.70741E+00  0.73480E+00  0.75017E+00  0.75023E+00  0.75356E+00  0.75715E+00  0.75988E+00  0.76955E+00  0.77544E+00  0.80695E+00  0.82497E+00  0.83143E+00  0.83863E+00  0.84374E+00  0.85652E+00  0.86089E+00  0.87227E+00  0.94411E+00  0.95604E+00  0.95684E+00  0.98575E+00  0.99342E+00  0.10009E+01  0.10088E+01  0.10147E+01  0.10896E+01  0.10987E+01  0.11025E+01  0.11148E+01  0.11170E+01  0.11202E+01  0.11231E+01  0.11328E+01  0.11401E+01  0.11424E+01  0.11427E+01  0.11674E+01  0.11689E+01  0.12099E+01
